"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000211892.2",10.5442765585851,-5.17253510216982,0.542416180052696,-9.53610030893125,1.4830442593952e-21,4.74069296875605e-19
"ENSG00000118181.6",905.794576221734,-0.749087598161514,0.0790156814877202,-9.48023966961456,2.53699694306707e-21,7.94080043179992e-19
"ENSG00000165215.5",7.23158118802652,3.46639177545171,0.365731676789112,9.47796429853818,2.59291966124421e-21,7.95020918174144e-19
"ENSG00000128283.6",2.50266393137299,3.95824794930957,0.419583410109078,9.43375704077659,3.95657263514248e-21,1.18887094540761e-18
"ENSG00000182795.12",4.1737196082541,5.54918613294974,0.588370005636971,9.43145653208848,4.04433299120413e-21,1.1914129188206e-18
"ENSG00000012223.8",36.5575576210675,6.17919092267898,0.66150033846879,9.34117575356392,9.52702103817767e-21,2.75257623226118e-18
"ENSG00000163466.11",531.729691861755,-1.32713965029175,0.142227116707467,-9.33112954136177,1.04748560542052e-20,2.96932523317697e-18
"ENSG00000124766.4",246.812416468323,2.05243279920477,0.222636576288786,9.21875836135084,3.00560279866849e-20,8.36225489762878e-18
"ENSG00000197262.8",67.0681060956996,-7.12053643979901,0.77299413911359,-9.21163056677803,3.21207907362489e-20,8.77423200038916e-18
"ENSG00000117461.10",41.3747564596964,2.79912536258533,0.304797807285664,9.18354822665087,4.17115603665411e-20,1.0804732464602e-17
"ENSG00000119335.12",510.271267782139,-1.04356787462415,0.113618378208003,-9.18485099931341,4.12097436033425e-20,1.0804732464602e-17
"ENSG00000163993.6",114.666727302812,4.20509056816229,0.457851819316369,9.18439195991627,4.13858769271924e-20,1.0804732464602e-17
"ENSG00000073792.11",6.43956407178047,5.59646395621921,0.61425337522522,9.11100236798411,8.1624300937906e-20,2.0785144021883e-17
"ENSG00000156689.2",26.5999214886331,6.76446352464576,0.742713547807242,9.1077691320118,8.40932810208008e-20,2.10569575676085e-17
"ENSG00000008441.12",2.42660700696261,3.98459843480269,0.437812343489838,9.1011559953772,8.93754052052007e-20,2.20127227508678e-17
"ENSG00000241553.8",218.145042587141,-1.23740348367266,0.136086523242474,-9.09277020376151,9.65471562090372e-20,2.33955560465254e-17
"ENSG00000225193.5",41.4141592763265,7.44561501125577,0.819798732417688,9.08224752836313,1.06355569116457e-19,2.53632709588198e-17
"SPIKE1",162708.703741933,-1.03934409574657,0.114622268678232,-9.06755823045363,1.21713925104183e-19,2.85723439182069e-17
"ENSG00000173432.6",12.6888149062336,7.84544074461008,0.868058716109547,9.03791483112071,1.59688715547315e-19,3.69102040366594e-17
"ENSG00000124466.8",16.3736812350588,4.22673387787221,0.467918256984662,9.03306040057068,1.66936480039203e-19,3.80008132743785e-17
"ENSG00000164434.7",72.0417223865031,6.58404381206143,0.729816592006987,9.0215046960708,1.85523290915512e-19,4.1601521234547e-17
"ENSG00000134769.17",14.9658682365516,3.97155104604372,0.441239192431846,9.00090271708393,2.23869254892265e-19,4.94619365514911e-17
"ENSG00000019582.10",3011.3419288125,-2.6017732770272,0.290199859445505,-8.9654532638248,3.09007303968772e-19,6.72829816641569e-17
"SPIKE2",5874.13912552055,-1.05909310395428,0.118170747798298,-8.96239656333573,3.17696951237642e-19,6.81868427913476e-17
"ENSG00000182768.7",132.10593483174,2.78063954581866,0.310463702654067,8.95640785717541,3.35427519733334e-19,7.0978352908079e-17
"ENSG00000095739.7",21.5345555795258,3.85106267881412,0.430983511537063,8.93552206923105,4.05260100185774e-19,8.45642742387648e-17
"ENSG00000185033.10",30.1696725310556,3.83505930552925,0.429314307842139,8.93298740683813,4.14656888933815e-19,8.53397958813923e-17
"ENSG00000170542.5",106.283762387791,-2.97171971318372,0.333289254437457,-8.91633820658138,4.81960077163943e-19,9.78509216123118e-17
"ENSG00000094755.12",53.927516698031,6.27765229962286,0.706319950360697,8.88783092763705,6.23134049364149e-19,1.24826212768626e-16
"ENSG00000237970.1",10.8448727611669,-5.41516331250197,0.611332643862054,-8.85796524506205,8.14881117542272e-19,1.61089130394146e-16
"ENSG00000171431.3",6.66939318786442,8.50054162136713,0.964361234064551,8.81468615815194,1.20020794508719e-18,2.34180833337532e-16
"ENSG00000170054.10",8.20134845518067,-9.78821339970622,1.11105226914243,-8.80985861021762,1.25303804673514e-18,2.41354405309599e-16
"ENSG00000090104.7",905.750319521159,-3.62115085539565,0.413031420820313,-8.76725273879588,1.83078512294505e-18,3.4817361629274e-16
"ENSG00000135549.10",33.829449378443,3.77049553499834,0.431772767442405,8.73259227841714,2.48901034090317e-18,4.67436142021615e-16
"ENSG00000169242.7",240.355484888488,2.56654800292959,0.294685565092519,8.70944595512781,3.05363654360036e-18,5.66393030012985e-16
"ENSG00000168421.8",46.2077515881902,-3.1138045761641,0.358390886237972,-8.68829173880423,3.67929950517943e-18,6.74119460558729e-16
"ENSG00000245532.4",139.982542306387,1.44931218128386,0.16700396095866,8.67831022069364,4.01692132615232e-18,7.27111156676054e-16
"ENSG00000122026.6",2889.4516129056,-0.648026855792707,0.0748634912019376,-8.65611321872116,4.88123799082137e-18,8.73044280644051e-16
"ENSG00000012124.10",17.5944752341707,-5.3424186130218,0.618497576603393,-8.6377357246261,5.73380647776252e-18,1.01346715908122e-15
"ENSG00000173801.12",25.828965209238,2.47710461983994,0.28685028356091,8.63553136182957,5.84546822940259e-18,1.02118970556447e-15
"ENSG00000149781.8",24.2286085010363,-4.44078710978179,0.514944525519624,-8.62381652722815,6.47588438582236e-18,1.11831824152408e-15
"ENSG00000212907.2",9508.69500720098,1.10965620766095,0.128802129556576,8.61520078496479,6.98191304220272e-18,1.19200297211425e-15
"ENSG00000132185.12",34.1024867374928,-6.2009158827339,0.724653543412229,-8.55707660454566,1.15765613679866e-17,1.9325139776959e-15
"ENSG00000188404.4",26.6817777236338,-5.54097410405149,0.647446981442107,-8.5581897249867,1.14653571137683e-17,1.9325139776959e-15
"ENSG00000189377.4",36.9431503777878,4.72450346069859,0.552684676439853,8.54828017149258,1.24936145070279e-17,2.0626820258636e-15
"ENSG00000182195.6",18.7118277059244,3.86898533559636,0.453220255454206,8.53665582911548,1.38162308422094e-17,2.25625056710168e-15
"ENSG00000102554.9",21.4836330173291,3.65937701948073,0.428736797135464,8.53525296622606,1.39849106929682e-17,2.25923976614144e-15
"ENSG00000228253.1",6381.11351207355,0.98178963900568,0.115077328437107,8.53156440403688,1.44381797402502e-17,2.30765119593106e-15
"ENSG00000162511.7",133.615832388117,-3.51037597705476,0.412205780498383,-8.51607654024283,1.65049768631521e-17,2.61021865675787e-15
"ENSG00000053747.11",3.83303777037978,5.14218827756577,0.604184554365602,8.51095619775501,1.72504799329074e-17,2.69970010950001e-15
"ENSG00000135905.14",19.521413712631,-5.10740856701219,0.601831231859282,-8.48644652626865,2.13051631939852e-17,3.29988424563333e-15
"ENSG00000211677.2",84.3375084753635,-5.99120267061114,0.709152401353857,-8.44839932738466,2.95323756046905e-17,4.52749399066194e-15
"ENSG00000106077.14",36.8098817320278,2.5441318104556,0.301967700385767,8.42517861084296,3.6020036083447e-17,5.46631335472433e-15
"ENSG00000143819.8",2.46136738078401,3.726354247902,0.443916909251277,8.39426066059746,4.68834997645983e-17,7.04377700463325e-15
"ENSG00000164266.6",5.89634185274864,9.87425055656188,1.18139061681582,8.35815894930311,6.37045773890141e-17,9.47621357121335e-15
"ENSG00000112137.12",16.6643279863384,-4.84450519434504,0.580322129993838,-8.34795873525706,6.94528296997089e-17,1.02299932687101e-14
"ENSG00000105851.6",4.95346973037952,-5.33780066048166,0.641906872876961,-8.3155374806289,9.1337372291158e-17,1.33228415660423e-14
"ENSG00000110934.6",15.9674964277486,-5.03995392995282,0.608933080520656,-8.2766958984122,1.26640091783326e-16,1.82946224899297e-14
"ENSG00000136167.9",222.522232771281,-2.82867842071641,0.342456171035541,-8.25997210727105,1.45706512057958e-16,2.0848520353893e-14
"ENSG00000062038.9",8.88629179428043,4.06679416966274,0.493190665009794,8.24588634414234,1.63940438706269e-16,2.30857323032339e-14
"ENSG00000127947.11",39.0791447457796,2.49678214844959,0.302803935250078,8.24554062148353,1.64415159507856e-16,2.30857323032339e-14
"ENSG00000110077.10",41.2113384500975,-7.07776888437381,0.859202048582059,-8.23760708677808,1.75689049403868e-16,2.4440298872627e-14
"ENSG00000150867.9",133.270449032498,-2.0908928863149,0.254246232144524,-8.223889371648,1.97007825155123e-16,2.71545464690878e-14
"ENSG00000110195.7",19.7492082223069,5.33224853886308,0.648654191508997,8.22047958475131,2.02690990218494e-16,2.76839039731151e-14
"ENSG00000185043.6",125.025498243941,2.22617108456113,0.270878437078881,8.21833996300288,2.06339352157912e-16,2.79283101515358e-14
"ENSG00000083857.9",12.789002702482,3.52402014176546,0.429228309443875,8.21012981723251,2.20949480296639e-16,2.96387945712206e-14
"ENSG00000118308.10",221.264329276256,-4.49703405991327,0.548689655548829,-8.195951963802,2.48617615252407e-16,3.30551420491342e-14
"ENSG00000172578.7",7.03138974855317,-4.7077724122086,0.574984258545083,-8.18765443095949,2.66366329610596e-16,3.51042783865754e-14
"ENSG00000163900.6",34.0547787320354,2.68226048000252,0.328024357059305,8.17701619492112,2.90958917913636e-16,3.80118850672562e-14
"ENSG00000271699.1",61.7994556743782,-5.82367412648573,0.713150473908881,-8.16612249384807,3.18459913806419e-16,4.12460495261003e-14
"ENSG00000165168.6",29.7117320011923,-4.58298946447034,0.563481792203917,-8.13334082463451,4.17618336905455e-16,5.36264777236543e-14
"ENSG00000198888.2",8778.10894957716,1.07185967118635,0.131911127508513,8.12561981260582,4.45082089087496e-16,5.66687568343266e-14
"ENSG00000106089.7",3.26321273841405,4.72970577598337,0.584237271265475,8.09552215958199,5.70192322262163e-16,7.1987978568628e-14
"ENSG00000144063.3",3.30381471799833,5.0433864348502,0.623198291177968,8.09274753516606,5.83336930643332e-16,7.30337837165451e-14
"ENSG00000117143.9",50.9711509113329,2.70174716439861,0.334784344856694,8.07011201660311,7.02337018088908e-16,8.7205879006345e-14
"ENSG00000198886.2",13684.8020421357,0.97669345419402,0.121694872442013,8.02575683424465,1.00901914790997e-15,1.24258226870486e-13
"ENSG00000224543.3",7.76995552816256,1.7611403573744,0.219919361132913,8.00811874089622,1.16476418120859e-15,1.42271683402259e-13
"ENSG00000104419.10",21.5432992889304,2.80269313882916,0.350034158795036,8.00691323520311,1.17623414593813e-15,1.42514046843343e-13
"ENSG00000086544.2",3.96986636309182,3.87272703683616,0.484484306995784,7.99350356846513,1.31157083309268e-15,1.57640321571076e-13
"ENSG00000147883.9",3.23355286624658,4.69381745812454,0.587699383124248,7.98676601151408,1.38524662739745e-15,1.65174169285867e-13
"ENSG00000078401.6",25.2797716895946,4.04911877926221,0.507641680809757,7.97633238626765,1.5074564501571e-15,1.78330911080003e-13
"ENSG00000116489.8",792.810916446274,-1.1146731136955,0.140020291626038,-7.96079697271687,1.70934667058128e-15,2.00634565459478e-13
"ENSG00000110777.7",7.04515175899778,-5.21262958290827,0.65748337559883,-7.92815419577818,2.22427029628751e-15,2.59049898693205e-13
"ENSG00000213402.2",13.4614499057274,-4.20200556762874,0.532154930698262,-7.89620714801067,2.87518688453774e-15,3.32283136563807e-13
"ENSG00000035720.3",41.3475880933857,-5.03366015178,0.638084798015211,-7.88870094921146,3.05348245059347e-15,3.50194811738292e-13
"ENSG00000218227.3",4.71539122613032,1.20716398259173,0.153348431674725,7.87203344310887,3.48922853137544e-15,3.97137647389278e-13
"ENSG00000108244.12",15.0695474739807,4.72393242764011,0.600382948447012,7.86819885517957,3.59783383643045e-15,4.06419966605496e-13
"ENSG00000096696.9",54.5312616414397,2.08883061792025,0.265624235649711,7.86385554319249,3.72487080415047e-15,4.17630290757885e-13
"ENSG00000235109.3",9.50293731220189,4.27912198002617,0.544261826719322,7.86224895804226,3.77297200477539e-15,4.19889862220336e-13
"ENSG00000159763.3",407.857282689343,-5.06462056179218,0.646404408616765,-7.83506500617766,4.68600205672617e-15,5.17665403678338e-13
"ENSG00000196628.9",38.249417566015,-3.67132762797112,0.469115353040042,-7.82606581553888,5.03373886179757e-15,5.52021114303991e-13
"ENSG00000172893.11",28.6552244583334,3.06616279462221,0.392228995696028,7.81727722393692,5.39781408272661e-15,5.87657672310758e-13
"ENSG00000141744.3",7.04239766914074,-5.87563133492478,0.754167697656007,-7.79088172721605,6.65431812222286e-15,7.19240830707023e-13
"ENSG00000186818.8",12.1872041296214,-7.92091231987789,1.01711645200212,-7.78761596500202,6.82853587188225e-15,7.32799449565421e-13
"ENSG00000106070.13",3.67881638700554,4.11726804905654,0.529206222786635,7.78008245514629,7.24772941738159e-15,7.70978658219145e-13
"ENSG00000211897.3",16.67235860065,-4.23818518712944,0.544795903625641,-7.77939987970565,7.2869388622949e-15,7.70978658219145e-13
"ENSG00000100365.10",22.3616000877696,-4.62478355543306,0.594911638577036,-7.77389994671317,7.61058604389115e-15,7.99590522541403e-13
"ENSG00000168918.9",12.1363163053359,-4.11014108689598,0.529032893786598,-7.76915979170463,7.9008446389695e-15,8.23550746320754e-13
"ENSG00000198865.5",45.152776811374,-3.11146303940107,0.400528089378388,-7.76840157260881,7.94827331047054e-15,8.23550746320754e-13
"ENSG00000153721.13",6.6596726264151,3.5251562336011,0.454609670886839,7.75424822512977,8.88683491651124e-15,9.1449183414839e-13
"ENSG00000204252.8",11.2428565583937,-4.90271225408971,0.63322939252376,-7.7423952709298,9.75611274747133e-15,9.97114543659927e-13
"ENSG00000231389.3",523.16314606622,-2.84500700521685,0.368167594398355,-7.72747805212474,1.09698069185489e-14,1.11358364286675e-12
"ENSG00000130396.16",22.0303734300088,2.10120056246657,0.272242046733453,7.71813387269974,1.1804518318662e-14,1.19027572630589e-12
"ENSG00000158482.8",9.07025158384601,-6.19876319205106,0.803463601755545,-7.71505165698476,1.20933242641807e-14,1.21080208563311e-12
"ENSG00000184012.7",4.10215857533936,4.5510820729902,0.589957572524397,7.7142531682683,1.21692701631123e-14,1.21080208563311e-12
"ENSG00000076641.4",15.7556458205585,-3.75780297117899,0.487569192395145,-7.70721987728363,1.28588147718267e-14,1.26915429881058e-12
"ENSG00000127249.10",4.99325399043109,5.47573643637985,0.710528581394315,7.7065674481869,1.29246943369288e-14,1.26915429881058e-12
"ENSG00000134755.10",18.3228448335331,2.68752567609428,0.349171982592853,7.69685372846202,1.39457380179978e-14,1.36052446741818e-12
"ENSG00000130600.11",46.2585919520492,6.01874630598693,0.785166516951465,7.66556669960365,1.78043310330196e-14,1.71846973511767e-12
"ENSG00000172551.6",327.067639791097,4.04195188857584,0.527306186302798,7.66528440888573,1.78435355882825e-14,1.71846973511767e-12
"ENSG00000189060.4",6.36282861586077,2.36011063509227,0.307967771701386,7.66349875525514,1.80935023810052e-14,1.73144445714791e-12
"ENSG00000205021.9",17.0998556811989,-6.4211065027332,0.839977010139561,-7.64438362624513,2.0994859222583e-14,1.99637193012713e-12
"ENSG00000119397.12",47.540239422433,-2.93676952038431,0.384526046049846,-7.63737476447464,2.21695501713232e-14,2.09481334449031e-12
"ENSG00000126264.5",60.2811409820285,-4.24802835079301,0.557310742998919,-7.62236939473684,2.49061073270196e-14,2.33868347800714e-12
"ENSG00000163762.2",15.5487093482957,2.96899373730289,0.389632116893269,7.61999231730731,2.53690815709049e-14,2.36736075479052e-12
"ENSG00000127074.10",94.848930502716,-5.94677633075529,0.781820635734508,-7.60631794422821,2.82015016195945e-14,2.6154281502024e-12
"ENSG00000159208.11",5.93813391920274,5.24905183489174,0.690400991999812,7.60290308924291,2.89560331954981e-14,2.66892909649793e-12
"ENSG00000196712.12",65.3841337394622,-2.20409340557713,0.290253131372873,-7.59369380496245,3.10912596982015e-14,2.84826271771817e-12
"ENSG00000081189.9",35.1360070748547,-3.69045105778336,0.486105446389803,-7.59187350232653,3.15312769033504e-14,2.87106608603598e-12
"ENSG00000185905.3",25.5263045822158,-4.09454480448118,0.539472167066892,-7.58990927510349,3.2012955463651e-14,2.89072924064518e-12
"ENSG00000234918.1",6.44939176734833,-5.53934458446105,0.729876412534029,-7.58942814062071,3.21320409470012e-14,2.89072924064518e-12
"ENSG00000205592.9",11.8881853685085,7.07980472899718,0.93372590360856,7.58231586125644,3.39440654155549e-14,3.03556927859106e-12
"ENSG00000146192.10",9.10018877174456,-4.03254875302548,0.531941935151519,-7.58080626201588,3.4341408679419e-14,3.04511223111608e-12
"ENSG00000148513.13",42.7075941914902,-4.02928836403376,0.531542190237171,-7.58037355837346,3.44561421252485e-14,3.04511223111608e-12
"ENSG00000198712.1",23923.7980550169,0.844959171183705,0.11165251348602,7.5677577226195,3.79721323577356e-14,3.33621822539544e-12
"ENSG00000025039.10",6.94648770079564,4.06442975775297,0.537290173338806,7.56468284632113,3.88812069738984e-14,3.39622821846424e-12
"ENSG00000004534.10",162.380804885504,-1.31736288759416,0.174316529512237,-7.55730332218258,4.11511577713066e-14,3.57372829107578e-12
"ENSG00000124107.5",194.125951338446,3.26504390132108,0.432612338344127,7.54727411108618,4.44462498735745e-14,3.83770378218726e-12
"ENSG00000143119.8",220.932739533627,-3.16195319296707,0.419335396164638,-7.54039182450898,4.68561447509873e-14,4.0226669642219e-12
"ENSG00000131747.10",143.133235864373,-3.3046577753158,0.439229470841962,-7.5237614839029,5.32223993615482e-14,4.54325754549944e-12
"ENSG00000161929.10",8.95979717521776,-5.89363816439665,0.783785122915528,-7.51945653481334,5.50044004577197e-14,4.66884809308915e-12
"ENSG00000164330.12",13.9673437015444,-5.48440272718897,0.730910440264443,-7.50352221703758,6.21254479053392e-14,5.24366701870683e-12
"ENSG00000104332.7",3.82009697206973,5.2216082272427,0.696435783701692,7.49761621881178,6.4988846557641e-14,5.45470631665921e-12
"ENSG00000078898.6",9.49811200803253,5.79922923666919,0.773557437958034,7.49683081320692,6.53792775494779e-14,5.45699036612975e-12
"ENSG00000101856.8",41.9194165266021,2.32475174586267,0.310736275938967,7.48143015757606,7.3518107787726e-14,6.10240912377235e-12
"ENSG00000146267.11",4.44572731581222,5.07637720745728,0.679397129776819,7.47188497708971,7.90540974270593e-14,6.52587230628648e-12
"ENSG00000111732.6",15.3363223143341,-5.79458072303817,0.775618924068191,-7.47091199457211,7.96409070077952e-14,6.53838790647604e-12
"ENSG00000123388.4",1.16776123107161,3.54375567161417,0.47639696405304,7.43866132450756,1.01710711885453e-13,8.3049007356905e-12
"ENSG00000185275.6",222.359534873626,2.47346015771107,0.332721353752597,7.43402889479186,1.05338944062661e-13,8.55466105728338e-12
"ENSG00000100453.8",78.7230036953578,-6.67935255545766,0.899849030483761,-7.42274796014041,1.14714949618914e-13,9.26600754341161e-12
"ENSG00000086730.12",33.47109010801,-4.19118561091108,0.565799649441078,-7.40754366859596,1.28660126269124e-13,1.0336843513729e-11
"ENSG00000211899.3",38.3721270103004,-5.51593220473339,0.744968606555506,-7.40424785178166,1.31895880867258e-13,1.05404452880302e-11
"ENSG00000039068.14",51.1914424154911,2.04251612936014,0.276070384148918,7.39853402115874,1.37696117323118e-13,1.09457485008599e-11
"ENSG00000115935.12",24.5160264364347,-3.13205740565897,0.423659817710966,-7.39285925812243,1.43704563798952e-13,1.13632492974498e-11
"ENSG00000060982.10",17.2216386773503,-4.92652675776052,0.667252834457992,-7.383298359103,1.54415457901308e-13,1.21462714110432e-11
"ENSG00000155657.19",9.27027932115162,-3.94821947599954,0.536519303969954,-7.3589513868091,1.85360512913868e-13,1.45044601355101e-11
"ENSG00000129250.7",2.75771633983396,3.34293348558628,0.45599741052726,7.33103611645716,2.28380102151103e-13,1.77781484700423e-11
"ENSG00000176920.10",4.85372651152263,5.74296369663726,0.786303643507195,7.30374804194164,2.79860226404012e-13,2.16732991829581e-11
"ENSG00000146094.9",6.22721911493101,-5.61386466180378,0.768915013629748,-7.30102100010106,2.85592163738024e-13,2.20037777846158e-11
"ENSG00000117091.5",52.9079659139043,-4.38933878042188,0.601857219103594,-7.29299016627126,3.0315022682809e-13,2.32373928972715e-11
"ENSG00000128340.10",102.128148314872,-3.4721717433249,0.476489934968178,-7.28697814688737,3.16984298152377e-13,2.41744776418341e-11
"ENSG00000155629.10",17.9117020100618,-4.0788862801979,0.561055753620837,-7.27001951922665,3.59435558296098e-13,2.71364815469376e-11
"ENSG00000228639.2",12.125542444558,8.2062405693246,1.12871666049804,7.27041679858222,3.58379990849984e-13,2.71364815469376e-11
"ENSG00000135111.10",9.54978635735405,2.65546382858449,0.365703612168183,7.26124582921338,3.8354116026199e-13,2.88116119588807e-11
"ENSG00000162928.8",23.2974752857122,2.85859040772818,0.393901050618128,7.25712816262446,3.95395037467952e-13,2.9554303696112e-11
"ENSG00000119888.6",59.8733949101225,1.9772634492696,0.272548328768861,7.25472600841537,4.02475711941811e-13,2.99346291891771e-11
"ENSG00000144648.10",8.93053954427048,5.22294647725226,0.721292721215897,7.24109134007043,4.45088504945667e-13,3.29409344744025e-11
"ENSG00000162366.3",50.9090827521199,4.43268883155313,0.612830867019208,7.23313571510131,4.71967318118128e-13,3.47590048402292e-11
"ENSG00000247516.3",7.0509664318893,2.65649484429038,0.367731454668235,7.22400765712863,5.04774135571376e-13,3.69937883552408e-11
"ENSG00000198624.8",7.78148807585295,-4.5316960618019,0.62852187246682,-7.21008489969636,5.59170023905088e-13,4.07814098987866e-11
"ENSG00000160255.12",14.3241562049406,-4.26687912475509,0.592268916281076,-7.20429353535437,5.8345555265986e-13,4.22438566328921e-11
"ENSG00000162772.12",40.4986988681091,2.15407549785235,0.299012312690741,7.20396922276655,5.84845725481999e-13,4.22438566328921e-11
"ENSG00000088836.8",4.58687790651011,4.75525795550245,0.661127927927382,7.19264419884674,6.35483930834006e-13,4.56818687887565e-11
